model,fold,split,bin,n,mean_pred,observed_rate,event_count
regime_aware_logit,origin_2022_04,validation,3,176572,0.0018067606870116066,0.001257277484538885,222
regime_aware_logit,origin_2022_04,validation,4,176571,0.0022050259036986747,0.0019029172400903886,336
regime_aware_logit,origin_2022_04,validation,5,176571,0.0026739530563065187,0.0022936948876089505,405
regime_aware_logit,origin_2022_04,validation,6,176571,0.0032641256694862964,0.0035679698251694786,630
regime_aware_logit,origin_2022_04,validation,7,176571,0.004111123396495469,0.004089006688527561,722
regime_aware_logit,origin_2022_04,validation,8,176571,0.005681205420724617,0.006824450221157494,1205
regime_aware_logit,origin_2022_04,validation,9,176571,0.027787252856710718,0.028906219028039713,5104
regime_aware_logit,origin_2022_04,test,0,223359,0.00030520899012688506,0.00041189296155516456,92
regime_aware_logit,origin_2022_04,test,1,223359,0.0006034661964273648,0.0010565949883371614,236
regime_aware_logit,origin_2022_04,test,2,223359,0.0009392685310571033,0.0015043047291579924,336
regime_aware_logit,origin_2022_04,test,3,223359,0.0013942233411456735,0.002538514230454112,567
regime_aware_logit,origin_2022_04,test,4,223359,0.0020696200941123792,0.0035682466343420235,797
regime_aware_logit,origin_2022_04,test,5,223359,0.0031502394224676928,0.00421294866112402,941
regime_aware_logit,origin_2022_04,test,6,223358,0.004860727652574467,0.0042353531102534946,946
regime_aware_logit,origin_2022_04,test,7,223358,0.007571532555004438,0.0042756471673277875,955
regime_aware_logit,origin_2022_04,test,8,223358,0.012380844272964065,0.00654106859839361,1461
regime_aware_logit,origin_2022_04,test,9,223358,0.04070928886992851,0.022721371072448714,5075
baseline_logit,origin_2023_04,validation,0,223359,0.0003874559821403232,0.0003402594030238316,76
baseline_logit,origin_2023_04,validation,1,223359,0.0007481263283410485,0.0008640797997842039,193
baseline_logit,origin_2023_04,validation,2,223359,0.0010904767330460166,0.0011416598390931192,255
baseline_logit,origin_2023_04,validation,3,223359,0.0014801178044317746,0.0014819192421169508,331
