fold,model,feature,standardized_coefficient,basis_kind,basis_mean,basis_scale,raw_basis_coefficient,standardized_model_intercept,raw_basis_intercept
origin_2021_04,macro_logit,current_actual_upb,1.1050468683242798,main,210752.25690989394,113929.25499409472,9.699412748565393e-06,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,current_interest_rate,0.20753653347492218,main,4.046316948010241,0.5462783073070575,0.37990989336186104,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,credit_score_missing,-1.2122057676315308,main,6.423850786725768e-05,0.008014635442823626,-151.24902140333162,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,mi_percent_missing,0.0,main,0.0,1.0,0.0,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,number_of_units_missing,0.0,main,0.0,1.0,0.0,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,original_cltv_missing,1.180079460144043,main,1.1757180484988807e-05,0.003428854364608659,344.1614413036546,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,original_dti_missing,0.05842774361371994,main,0.05687749052013426,0.2316083797971617,0.2522695580569661,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,original_ltv_missing,-4.105340003967285,main,1.1416392644844204e-05,0.0033787959853804695,-1215.0304492282044,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,number_of_borrowers_missing,0.0,main,0.0,1.0,0.0,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,current_delinquency_months,0.045205384492874146,main,0.007309899171101736,0.09528556397557579,0.47442007589377844,-5.687249446002476,18.170640241442744
origin_2021_04,macro_logit,current_30_dpd,0.024554729461669922,main,0.006398462092634996,0.07973406910150835,0.3079578119913789,-5.687249446002476,18.170640241442744
