fold,model,feature,standardized_coefficient
origin_2023_04,macro_logit,delinquent_30_months_3m,-0.10400891304016113
origin_2023_04,macro_logit,delinquent_30_months_6m,0.02308671548962593
origin_2023_04,macro_logit,delinquent_30_months_12m,0.05295317620038986
origin_2023_04,macro_logit,delinquent_60_months_3m,-0.03381139412522316
origin_2023_04,macro_logit,delinquent_60_months_6m,0.002227155491709709
origin_2023_04,macro_logit,delinquent_60_months_12m,-0.3196881413459778
origin_2023_04,macro_logit,cured_from_30_dpd,0.009504671208560467
origin_2023_04,macro_logit,cumulative_30_dpd_cures,0.006442822515964508
origin_2023_04,macro_logit,months_since_30_dpd_cure,0.29516011476516724
origin_2023_04,macro_logit,inflation,1.02253258228302
origin_2023_04,macro_logit,policy_rate,1.1226009130477905
origin_2023_04,macro_logit,unemployment,-0.7800447940826416
origin_2023_04,macro_logit,unemployment_change,0.29041776061058044
origin_2023_04,macro_logit,house_price_growth,-0.37716227769851685
origin_2023_04,macro_logit,mortgage_rate,-0.6003572344779968
origin_2023_04,macro_logit,mortgage_spread,1.2306104898452759
origin_2023_04,macro_logit,long_rate,-0.9938071370124817
origin_2023_04,macro_logit,long_rate_change,0.42737460136413574
origin_2023_04,macro_logit,yield_curve,0.6271689534187317
origin_2023_04,macro_logit,initial_claims,0.7255366444587708
origin_2023_04,macro_logit,initial_claims_change,-0.4265950918197632
origin_2023_04,macro_logit,payroll_growth,-0.03616505116224289
origin_2023_04,macro_logit,real_income_growth,0.07035574316978455
origin_2023_04,macro_logit,financial_conditions,-0.5370471477508545
origin_2023_04,macro_logit,consumer_sentiment,0.9779248833656311
origin_2023_04,macro_logit,consumer_sentiment_change,-0.20960809290409088
origin_2023_04,regime_aware_logit,credit_score,-0.3168901801109314
origin_2023_04,regime_aware_logit,mi_percent,0.1066514253616333
origin_2023_04,regime_aware_logit,number_of_units,0.015624788589775562
origin_2023_04,regime_aware_logit,original_cltv,0.25525590777397156
origin_2023_04,regime_aware_logit,original_dti,0.2835191488265991
origin_2023_04,regime_aware_logit,original_upb,-0.3616041839122772
origin_2023_04,regime_aware_logit,original_ltv,-0.1451895385980606
origin_2023_04,regime_aware_logit,original_interest_rate,-0.14140594005584717
origin_2023_04,regime_aware_logit,original_loan_term,1.467748761177063
origin_2023_04,regime_aware_logit,number_of_borrowers,-0.24481695890426636
origin_2023_04,regime_aware_logit,loan_age_months,-0.4399722218513489
origin_2023_04,regime_aware_logit,remaining_months_to_legal_maturity,-1.7105389833450317
origin_2023_04,regime_aware_logit,current_actual_upb,0.6913509964942932
